pair_index,environment,batch_index,index_in_batch,network_record,target_original_q,target_counterfactual_q,target_delta_q_wrapped,target_delta_l2_rad,ordinary_pred_original_q,ordinary_pred_counterfactual_q,ordinary_pred_delta_q_wrapped,ordinary_pred_delta_l2_rad,ordinary_pred_required_ratio,ordinary_direction_cosine,ordinary_original_scene_error_l2_rad,ordinary_counterfactual_scene_error_l2_rad,ordinary_cf_prediction_to_original_target_l2_rad,ordinary_cf_prediction_closer_to_cf_target,cftrained_pred_original_q,cftrained_pred_counterfactual_q,cftrained_pred_delta_q_wrapped,cftrained_pred_delta_l2_rad,cftrained_pred_required_ratio,cftrained_direction_cosine,cftrained_original_scene_error_l2_rad,cftrained_counterfactual_scene_error_l2_rad,cftrained_cf_prediction_to_original_target_l2_rad,cftrained_cf_prediction_closer_to_cf_target
57,292,2,122,6,-2.64338421822 0.182094871998 -1.45306932926 -1.56249177456 -1.61343646049 0.315284758806 0.11672218889,-2.63295459747 0.160688951612 -1.46589195728 -1.55264163017 -1.65850698948 0.314789921045 0.0882673412561,0.0104296207428 -0.0214059203863 -0.0128226280212 0.00985014438629 -0.0450705289841 -0.000494837760925 -0.0284548476338,0.06057814252190474,-2.74383974075 0.190549522638 -1.41437983513 -1.61948060989 -1.7014067173 0.281362354755 0.219420135021,-2.74385809898 0.190548092127 -1.41438364983 -1.61951816082 -1.70141923428 0.281370699406 0.219440162182,-1.83582305908e-05 -1.43051147461e-06 -3.81469726562e-06 -3.75509262085e-05 -1.25169754028e-05 8.34465026855e-06 2.00271606445e-05,4.889877291579471e-05,0.0008072015892219403,-0.16598083997662222,0.18532069812445243,0.20119976413065868,0.18535685073627453,0,-2.77403497696 0.207641616464 -1.35527575016 -1.57787060738 -1.56867039204 0.246045798063 0.127246394753,-2.77408909798 0.208857789636 -1.35617518425 -1.57692790031 -1.56996297836 0.246196001768 0.128304734826,-5.41210174561e-05 0.001216173172 -0.000899434089661 0.000942707061768 -0.0012925863266 0.000150203704834 0.00105834007263,0.00244808268421662,0.04041198000304162,0.15029948630981332,0.18555630682993432,0.2213931750108215,0.1849168780460055,0
58,292,2,124,6,-2.56275558472 -0.511782109737 -3.00222396851 -1.6889988184 -1.61527621746 -0.194347664714 -0.298808068037,-2.5392100811 -0.509416759014 -2.97341918945 -1.73335659504 -1.64889109135 -0.210486739874 -0.28187790513,0.0235455036163 0.00236535072327 0.0288047790527 -0.0443577766418 -0.0336148738861 -0.01613907516 0.0169301629066,0.07095331689865585,-2.58891534805 -0.508910238743 -3.03559041023 -1.695977211 -1.72359931469 -0.200671121478 -0.267567932606,-2.5888967514 -0.508907616138 -3.03558397293 -1.69593894482 -1.72358155251 -0.200681135058 -0.267589867115,1.85966491699e-05 2.62260437012e-06 6.43730163574e-06 3.82661819458e-05 1.77621841431e-05 -1.00135803223e-05 -2.19345092773e-05,5.249135758132491e-05,0.0007398013211461199,-0.5033581880706911,0.12084876423905674,0.11667273970198883,0.12081975448473765,1,-2.56862545013 -0.487931847572 -3.02328205109 -1.65347361565 -1.58356392384 -0.187195926905 -0.373489111662,-2.56916952133 -0.489322423935 -3.02438187599 -1.65394425392 -1.58324670792 -0.188891321421 -0.373633593321,-0.00054407119751 -0.00139057636261 -0.0010998249054 -0.000470638275146 0.000317215919495 -0.00169539451599 -0.000144481658936,0.0025800571216491983,0.03636274150980636,-0.06910466069474629,0.09456663468362139,0.15296901382878889,0.09444517892296322,0
59,292,2,153,6,-0.0835784301162 0.993219196796 1.11612272263 2.50934100151 2.960958004 0.297542333603 1.82482433319,-0.0972041189671 0.957733094692 1.11265707016 2.58499383926 2.97781157494 0.286947280169 1.88557994366,-0.0136256888509 -0.0354861021042 -0.00346565246582 0.0756528377533 0.0168535709381 -0.0105950534344 0.060755610466,0.10615002430564956,-0.101661235094 0.971972167492 1.04682898521 2.50150299072 2.89512729645 0.288368761539 1.79224801064,-0.101631432772 0.97190541029 1.04680466652 2.50134205818 2.89513754845 0.28837543726 1.79224467278,2.98023223877e-05 -6.67572021484e-05 -2.43186950684e-05 -0.000160932540894 1.02519989014e-05 6.67572021484e-06 -3.33786010742e-06,0.00017887480017774498,0.0016851131344321779,-0.5386993235189675,0.10545394169914672,0.1646302592465192,0.10548442077970349,0,-0.149591222405 1.05122983456 1.08412349224 2.55840921402 2.8935956955 0.297067761421 1.80801701546,-0.157615944743 1.04601514339 1.07859134674 2.56732797623 2.88984560966 0.298355668783 1.80920934677,-0.00802472233772 -0.00521469116211 -0.00553214550018 0.00891876220703 -0.00375008583069 0.00128790736198 0.00119233131409,0.014794648651712875,0.13937489650603377,0.6264988881435748,0.12639206786082252,0.163145626637987,0.13543087131315484,0
60,292,2,155,6,-0.0177151672542 1.15992701054 -1.2129791975 -0.94882440567 -2.88561701775 0.385252982378 1.81182050705,0.024122422561 1.12683308125 -1.22773253918 -0.930074930191 -2.87357330322 0.336456120014 1.81517577171,0.0418375898153 -0.0330939292908 -0.0147533416748 0.0187494754791 0.0120437145233 -0.0487968623638 0.0033552646637,0.07715075265870076,-0.0458956062794 1.13809978962 -1.21221113205 -0.979037463665 -3.02644300461 0.419051468372 1.75994110107,-0.0459075272083 1.13808715343 -1.21223592758 -0.979005038738 -3.0264236927 0.419004261494 1.75990653038,-1.19209289551e-05 -1.26361846924e-05 -2.47955322266e-05 3.24249267578e-05 1.93119049072e-05 -4.72068786621e-05 -3.45706939697e-05,7.592462018405757e-05,0.0009841073167481936,0.5656450885688328,0.1607785822493473,0.20223074633331584,0.1607605085481156,0,-0.0214419197291 1.19043946266 -1.18845438957 -0.906076610088 -3.05952119827 0.374551385641 1.68471741676,-0.0148100685328 1.19265949726 -1.18523073196 -0.906243383884 -3.05673885345 0.381590396166 1.68231081963,0.00663185119629 0.0022200345993 0.00322365760803 -0.000166773796082 0.00278234481812 0.00703901052475 -0.00240659713745,0.011063932728516142,0.14340667261485743,-0.1929991335446943,0.22335201451417666,0.24791736383853008,0.2230063505204299,0
61,292,2,173,6,-2.60824084282 -0.668962419033 0.401361644268 1.3140206337 2.60229301453 0.951816260815 1.40011334419,-2.56974077225 -0.639159679413 0.370465070009 1.29133796692 2.64321517944 1.01814055443 1.32499539852,0.0385000705719 0.0298027396202 -0.0308965742588 -0.0226826667786 0.040922164917 0.0663242936134 -0.0751179456711,0.12472289951202402,-2.53951096535 -0.72225767374 0.414589911699 1.28716373444 2.63029170036 0.89455229044 1.54502487183,-2.53951621056 -0.722283422947 0.414592057467 1.28716135025 2.63031244278 0.894568502903 1.54501748085,-5.24520874023e-06 -2.5749206543e-05 2.14576721191e-06 -2.38418579102e-06 2.07424163818e-05 1.62124633789e-05 -7.39097595215e-06,3.805970103442709e-05,0.00030515407502018437,0.31551951667970296,0.1830925991994917,0.27135579091157114,0.1830908857503934,0,-2.4576420784 -0.746311783791 0.454165935516 1.32159996033 2.73306083679 0.907239615917 1.43564867973,-2.4559533596 -0.747818112373 0.455137640238 1.32038545609 2.73343515396 0.906724095345 1.43536114693,0.00168871879578 -0.00150632858276 0.000971704721451 -0.00121450424194 0.000374317169189 -0.000515520572662 -0.000287532806396,0.0028334744587854965,0.022718157370229617,0.05765188467019651,0.22772508013368095,0.2559322189238954,0.22981740217558438,0
62,292,2,192,6,-2.55545687675 -0.448880553246 -1.31372451782 -1.42819929123 -1.608253479 -0.423846185207 2.39302396774,-2.4985294342 -0.491003006697 -1.35783779621 -1.42722034454 -1.60336303711 -0.427788764238 2.40173053741,0.0569274425507 -0.0421224534512 -0.044113278389 0.000978946685791 0.00489044189453 -0.00394257903099 0.00870656967163,0.08412632865950365,-2.55826735497 -0.432056039572 -1.24736070633 -1.43608224392 -1.63047897816 -0.393072068691 2.45830416679,-2.55826854706 -0.432054370642 -1.24736452103 -1.43608176708 -1.63048398495 -0.393071591854 2.45830893517,-1.19209289551e-06 1.66893005371e-06 -3.81469726562e-06 4.76837158203e-07 -5.00679016113e-06 4.76837158203e-07 4.76837158203e-06,8.186476093954753e-06,9.73117004438531e-05,0.06640666197117946,0.10227308011002811,0.15642415286263123,0.10227515080953638,0,-2.54531788826 -0.364453077316 -1.16350626945 -1.37777519226 -1.52771937847 -0.42196008563 2.35847473145,-2.54484033585 -0.363331079483 -1.16296803951 -1.37672758102 -1.5275939703 -0.420531600714 2.35757541656,0.00047755241394 0.00112199783325 0.000538229942322 0.00104761123657 0.000125408172607 0.00142848491669 -0.000899314880371,0.002395658540089236,0.02847691772911573,-0.2760847496125095,0.20005463785616012,0.2582863807054868,0.20144929560861416,0
63,292,2,210,6,1.72366178036 0.781918406487 -1.75517630577 1.74409461021 0.461723059416 1.7468508482 -1.48650062084,1.77469909191 0.778711915016 -1.70816421509 1.71434772015 0.48790705204 1.72062921524 -1.5154736042,0.051037311554 -0.00320649147034 0.047012090683 -0.0297468900681 0.0261839926243 -0.0262216329575 -0.0289729833603,0.08900961839492752,1.77559137344 0.751467883587 -1.77183890343 1.71826767921 0.366574078798 1.74577081203 -1.38945126534,1.7755408287 0.751431167126 -1.77177977562 1.71822929382 0.366626471281 1.74571120739 -1.38946175575,-5.05447387695e-05 -3.67164611816e-05 5.91278076172e-05 -3.83853912354e-05 5.23924827576e-05 -5.96046447754e-05 -1.04904174805e-05,0.00012361286268065447,0.0013887584837426843,0.4270161952761495,0.15179480196454587,0.18979996162117496,0.1517458349286398,0,1.91300654411 0.812478423119 -1.77791190147 1.7545491457 0.147994846106 1.7572067976 -1.46383929253,1.91583752632 0.810766816139 -1.77447879314 1.75326955318 0.146627515554 1.75836288929 -1.46896123886,0.00283098220825 -0.00171160697937 0.00343310832977 -0.00127959251404 -0.00136733055115 0.00115609169006 -0.00512194633484,0.007335402075558686,0.08241134169357045,0.661207908043697,0.36940185722102786,0.38330022047262935,0.37141065203533735,0
64,292,2,213,6,1.45482313633 0.895987987518 -1.68386435509 2.01468610764 -0.220524087548 -0.837621927261 -2.48746967316,1.52215075493 0.887469828129 -1.66551864147 2.05052089691 -0.139736011624 -0.820636928082 -2.52480864525,0.0673276185989 -0.0085181593895 0.0183457136154 0.0358347892761 0.0807880759239 0.0169849991798 -0.0373389720917,0.12014851993097136,1.5278980732 0.901563823223 -1.79347038269 2.03597402573 -0.304610997438 -0.830659329891 -2.49681353569,1.5279135704 0.901534020901 -1.79350805283 2.03595256805 -0.304618507624 -0.830659329891 -2.4968225956,1.54972076416e-05 -2.98023223877e-05 -3.7670135498e-05 -2.14576721191e-05 -7.5101852417e-06 0 -9.05990600586e-06,5.6091866119789945e-05,0.00046685440779475494,-0.06398409288155055,0.1582532370270359,0.21188308612327605,0.1582870785633734,0,1.57904958725 0.870663642883 -1.74833905697 2.07829594612 -0.238516956568 -0.862816333771 -2.5449898243,1.5788230896 0.876863062382 -1.74628651142 2.08429002762 -0.234589725733 -0.865738511086 -2.55134177208,-0.000226497650146 0.00619941949844 0.00205254554749 0.00599408149719 0.00392723083496 -0.00292217731476 -0.00635194778442,0.011955566170980505,0.09950656219360261,0.4798032608972534,0.16894910924938672,0.15074298222668023,0.17190407771507255,1
65,292,2,227,6,-1.84188771248 -0.123590856791 2.46150612831 1.99756062031 -1.55871665478 1.13514983654 1.916918993,-1.81716442108 -0.0955488532782 2.41113066673 2.03672766685 -1.55649387836 1.11242866516 1.92924773693,0.0247232913971 0.0280420035124 -0.0503754615784 0.0391670465469 0.00222277641296 -0.0227211713791 0.0123287439346,0.07837429459818708,-1.89772880077 -0.167111724615 2.45777416229 2.01715397835 -1.54792439938 1.14123213291 1.98207998276,-1.89775526524 -0.167225211859 2.45773792267 2.01712489128 -1.54788291454 1.14124333858 1.98207688332,-2.64644622803e-05 -0.000113487243652 -3.62396240234e-05 -2.90870666504e-05 4.14848327637e-05 1.12056732178e-05 -3.09944152832e-06,0.00013264710713300782,0.0016924823095769994,-0.32232896750149376,0.09904313212078834,0.13373197997177919,0.09910676985628818,0,-1.88143634796 -0.0857689827681 2.5220656395 2.05768895149 -1.50172007084 1.12967193127 1.88394618034,-1.881731987 -0.0858163684607 2.52910327911 2.06338477135 -1.50423443317 1.13848412037 1.88292551041,-0.000295639038086 -4.73856925964e-05 0.00703763961792 0.00569581985474 -0.00251436233521 0.00881218910217 -0.00102066993713,0.012925898224098334,0.16492522567976425,-0.35384895048119885,0.12100943653347225,0.15635701247167286,0.12669514045693145,0
66,292,3,9,6,-0.22117805481 1.25139725208 2.00795006752 1.12829232216 2.68246102333 1.36363208294 -2.95208930969,-0.261003047228 1.22154116631 2.0316362381 1.12213253975 2.67954659462 1.30558907986 -2.89669466019,-0.0398249924183 -0.0298560857773 0.023686170578 -0.00615978240967 -0.00291442871094 -0.0580430030823 0.0553946495056,0.09758301476390287,-0.154910594225 1.22496545315 2.09623861313 1.08722400665 2.73682069778 1.34892570972 -2.99489283562,-0.154885798693 1.22492897511 2.09622192383 1.08720517159 2.73682761192 1.34890663624 -2.99493050575,2.47955322266e-05 -3.64780426025e-05 -1.66893005371e-05 -1.8835067749e-05 6.91413879395e-06 -1.90734863281e-05 -3.7670135498e-05,6.640331952885893e-05,0.0006804803037651417,-0.1817126677261413,0.1399102698263147,0.177401765835076,0.1399401310602192,0,-0.172128722072 1.20591831207 2.05709981918 1.14388394356 2.79298424721 1.29191207886 -2.99370527267,-0.177143439651 1.20636093616 2.05461168289 1.14143753052 2.78815793991 1.29785346985 -2.99944663048,-0.00501471757889 0.000442624092102 -0.0024881362915 -0.00244641304016 -0.00482630729675 0.00594139099121 -0.00574135780334,0.011361145448864149,0.11642544018907247,-0.4565891215069081,0.16193825412622376,0.17486468565449628,0.15510899355684032,0
67,292,3,14,6,0.236914262176 1.35161674023 1.83865618706 -0.679030835629 0.501685798168 1.94167041779 -2.64481711388,0.222684189677 1.28536713123 1.81917750835 -0.733617246151 0.521874248981 1.92412185669 -2.63777065277,-0.0142300724983 -0.0662496089935 -0.0194786787033 -0.0545864105225 0.0201884508133 -0.0175485610962 0.00704646110535,0.09335833626277394,0.242940872908 1.3020683527 1.86643528938 -0.684852659702 0.541772425175 1.94220864773 -2.60367226601,0.242968052626 1.3020170927 1.86640357971 -0.684842050076 0.541791141033 1.94209444523 -2.60367846489,2.71797180176e-05 -5.12599945068e-05 -3.17096710205e-05 1.060962677e-05 1.87158584595e-05 -0.00011420249939 -6.19888305664e-06,0.00013384809262985943,0.0014337026342577457,0.43102039363698874,0.08122229230640982,0.08473459555304577,0.0812494196387682,0,0.1988504529 1.32278478146 1.86204755306 -0.610689818859 0.522047102451 1.98259520531 -2.67526888847,0.194139927626 1.31765985489 1.85707497597 -0.611227571964 0.517544806004 1.98383915424 -2.67827868462,-0.00471052527428 -0.00512492656708 -0.00497257709503 -0.000537753105164 -0.00450229644775 0.00124394893646 -0.00300979614258,0.01021501723569505,0.1094173015995383,0.4182178907676331,0.10254032144322371,0.15329333202658554,0.10520758188841775,0
68,292,3,23,6,0.438119590282 0.831359028816 2.79219508171 0.640216469765 0.129567161202 0.0628702193499 1.72139966488,0.445378541946 0.783755719662 2.77482891083 0.657672762871 0.1221935004 0.0833483487368 1.72215080261,0.00725895166397 -0.0476033091545 -0.0173661708832 0.0174562931061 -0.00737366080284 0.0204781293869 0.000751137733459,0.05830405085914318,0.452926009893 0.819691359997 2.75752711296 0.629645228386 0.0942917689681 0.0339923650026 1.77615046501,0.452927678823 0.819670379162 2.75749897957 0.62964373827 0.0942874774337 0.0339980870485 1.77612805367,1.66893005371e-06 -2.09808349609e-05 -2.8133392334e-05 -1.49011611938e-06 -4.29153442383e-06 5.72204589844e-06 -2.24113464355e-05,4.230976836947048e-05,0.0007256745928629674,0.6508011419150711,0.08212744756217279,0.09252320276461323,0.08212769826137391,0,0.449581950903 0.863027274609 2.76045131683 0.695589601994 0.131802648306 0.0733927860856 1.70940828323,0.451302736998 0.860477089882 2.76165127754 0.694748699665 0.132999509573 0.0720296278596 1.70894622803,0.00172078609467 -0.00255018472672 0.00119996070862 -0.000840902328491 0.00119686126709 -0.00136315822601 -0.000462055206299,0.0038878968103242735,0.06668313355648388,0.2703515621101447,0.07394341709064267,0.08881882632735556,0.07196602516145278,0
69,292,3,30,6,-1.39363145828 0.178020581603 0.901279985905 1.70530211926 -2.50661873817 1.39922916889 -1.04575192928,-1.43208968639 0.259183645248 0.908630490303 1.65651059151 -2.48024010658 1.36844217777 -1.0410490036,-0.0384582281113 0.0811630636454 0.00735050439835 -0.0487915277481 0.0263786315918 -0.0307869911194 0.00470292568207,0.11030371635387376,-1.49082660675 0.11204854399 0.92622667551 1.6957474947 -2.57870936394 1.40342009068 -1.08244681358,-1.49083089828 0.112051643431 0.926227390766 1.69574987888 -2.5787153244 1.40342271328 -1.08244681358,-4.29153442383e-06 3.09944152832e-06 7.15255737305e-07 2.38418579102e-06 -5.96046447754e-06 2.62260437012e-06 0,8.753566623061094e-06,7.93587642593846e-05,0.06997394647882507,0.14516876898078254,0.1989535462693425,0.145173235617791,0,-1.50890100002 0.149561420083 0.945846319199 1.75378954411 -2.57603192329 1.41410720348 -1.14874982834,-1.50858950615 0.149374380708 0.946037590504 1.75303542614 -2.5757727623 1.41428601742 -1.14899659157,0.000311493873596 -0.000187039375305 0.000191271305084 -0.000754117965698 0.000259160995483 0.000178813934326 -0.00024676322937,0.0009472706664931144,0.00858783999130277,0.10729493985536477,0.1846139023772782,0.22695254908762147,0.18435324076644583,0
70,292,3,32,6,-0.0642915070057 1.47829532623 0.488245397806 0.25420871377 0.908627390862 -0.663343667984 1.0349034071,-0.0846257358789 1.61411488056 0.529158651829 0.237521737814 0.885255157948 -0.731668889523 1.06202673912,-0.0203342288733 0.135819554329 0.0409132540226 -0.016686975956 -0.023372232914 -0.0683252215385 0.0271233320236,0.16359417481373825,-0.0152738373727 1.46364963055 0.396085292101 0.240075901151 0.868441998959 -0.712007939816 1.00129246712,-0.0152380745858 1.46357405186 0.396072179079 0.240027263761 0.868478119373 -0.711953341961 1.00119876862,3.57627868652e-05 -7.55786895752e-05 -1.31130218506e-05 -4.86373901367e-05 3.61204147339e-05 5.45978546143e-05 -9.36985015869e-05,0.00015031194760330198,0.0009188099012354267,-0.7252168993847122,0.12815312004050652,0.22263353155085108,0.12818283031133665,0,0.0409878045321 1.50022172928 0.41570931673 0.258247196674 0.945558130741 -0.708377242088 0.921875715256,0.042720451951 1.49592864513 0.41675132513 0.257866799831 0.947828829288 -0.709476232529 0.920740604401,0.00173264741898 -0.00429308414459 0.00104200839996 -0.000380396842957 0.00227069854736 -0.00109899044037 -0.0011351108551,0.005505946816774554,0.03365613001222937,-0.6418136038213605,0.1816850419213505,0.2600079165660048,0.18326316902826786,0
71,292,3,37,6,0.243808031082 0.474216490984 0.568516612053 -0.341219097376 1.01020443439 -0.832605540752 0.952185869217,0.269083827734 0.451890140772 0.497664511204 -0.381750494242 1.00632870197 -0.786459863186 1.00733864307,0.0252757966518 -0.0223263502121 -0.0708521008492 -0.0405313968658 -0.00387573242188 0.0461456775665 0.0551527738571,0.1139579723443146,0.157014459372 0.459720999002 0.573685228825 -0.351071417332 1.0374724865 -0.850043714046 1.0147664547,0.157016605139 0.459733635187 0.573668539524 -0.351043015718 1.03747010231 -0.849996268749 1.01473140717,2.14576721191e-06 1.26361846924e-05 -1.66893005371e-05 2.84016132355e-05 -2.38418579102e-06 4.74452972412e-05 -3.50475311279e-05,6.880793469985322e-05,0.0006038009740288791,0.008812199928321888,0.11327397061161945,0.1562096634360547,0.11324025274607884,0,0.150290682912 0.462308347225 0.591666281223 -0.262062370777 1.17768108845 -0.838792800903 0.959276199341,0.151749119163 0.458307266235 0.591467320919 -0.26331359148 1.17945039272 -0.840601325035 0.95928311348,0.00145843625069 -0.00400108098984 -0.00019896030426 -0.00125122070312 0.00176930427551 -0.00180852413177 6.91413879395e-06,0.0051129315265346555,0.04486681731302094,0.17346597371782482,0.20934654873497896,0.2680422205640655,0.2099582040195065,0
